	Unnamed: 0	Unnamed: 0.1	Pronoun-offset	A-offset	A-coref	B-offset	B-coref	A-to-pron-chr	B-to-pron-chr	A-to-pron-tk	B-to-pron-tk	A-tk-index	B-tk-index	Pronoun-tk-index	nsubj-A	pobj-A	poss-A	appos-A	dobj-A	nsubjpass-A	nsubj-B	pobj-B	poss-B	appos-B	dobj-B	nsubjpass-B	nsubj-Pronoun	pobj-Pronoun	poss-Pronoun	appos-Pronoun	dobj-Pronoun	nsubjpass-Pronoun	Commas-A-Pron	Commas-B-Pron	Period-A-Pron	Period-B-Pron	Nouns-A-Pronoun	Nouns-B-Pronoun	A-Mentions	B-Mentions	aim_bound_A	aim_bound_B
1996	1996	1996	348	259	1	266	0	89	82	16	14	56	58	72	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	5	3	1	2	0	0
1997	1997	1997	284	145	1	208	0	139	76	29	14	27	42	56	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	8	3	1	1	0	0
1998	1998	1998	373	293	0	347	1	80	26	15	4	63	74	78	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	1	5	1	1	4	0	0
1999	1999	1999	383	352	0	366	1	31	17	7	4	68	71	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	3	2	1	0
2000	2000	2000	430	353	1	390	0	77	40	13	7	72	78	85	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
2001	2001	2001	312	256	1	295	0	56	17	12	4	49	57	61	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	2	1	0	0
2002	2002	2002	526	377	0	536	1	149	-10	28	-2	70	100	98	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	7	0	3	2	0	1
2003	2003	2003	406	421	1	559	0	-15	-153	-3	-28	88	113	85	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2004	2004	2004	349	281	1	310	0	68	39	12	6	54	60	66	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0
2005	2005	2005	365	232	1	290	0	133	75	23	14	44	53	67	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	6	3	2	1	0	0
2006	2006	2006	307	248	0	277	1	59	30	11	6	51	56	62	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	1	1	2	0	0
2007	2007	2007	227	124	1	169	0	103	58	22	13	29	38	51	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	6	2	2	1	0	0
2008	2008	2008	223	78	0	154	1	145	69	27	14	21	34	48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	4	2	1	1	0	0
2009	2009	2009	344	313	0	369	1	31	-25	8	-5	65	78	73	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
2010	2010	2010	290	195	0	207	0	95	83	17	15	36	38	53	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	5	4	1	1	0	1
2011	2011	2011	352	206	0	232	1	146	120	24	20	40	44	64	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	1	5	3	2	2	0	0
2012	2012	2012	256	181	0	222	1	75	34	13	7	36	42	49	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	2	1	2	0	0
2013	2013	2013	126	0	1	70	0	126	56	25	12	0	13	25	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	2	1	1	0	0
2014	2014	2014	320	360	1	445	0	-40	-125	-8	-22	65	79	57	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	0
2015	2015	2015	302	185	1	282	0	117	20	22	5	34	51	56	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	0	1	1	0	0
2016	2016	2016	297	165	0	228	1	132	69	23	12	34	45	57	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	6	3	2	1	0	0
2017	2017	2017	277	210	1	241	0	67	36	12	6	44	50	56	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	2	1	1	0
2018	2018	2018	182	0	1	248	0	182	-66	36	-13	0	49	36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	7	0	2	1	0	0
2019	2019	2019	349	298	0	314	1	51	35	8	5	56	59	64	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	3	3	0	0
2020	2020	2020	313	242	1	272	0	71	41	12	7	50	55	62	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	3	1	2	2	0	0
2021	2021	2021	270	173	1	231	0	97	39	18	8	36	46	54	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	5	2	2	1	0	0
2022	2022	2022	509	294	1	495	0	215	14	45	3	54	96	99	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	6	0	2	1	0	0
2023	2023	2023	394	299	1	361	0	95	33	17	6	59	70	76	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	1	1	0	0
2024	2024	2024	314	253	0	325	1	61	-11	13	-3	42	58	55	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	1	1	0	0
2025	2025	2025	43	0	1	28	0	43	15	6	2	0	4	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1
2026	2026	2026	244	260	0	312	1	-16	-68	-4	-14	50	60	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2027	2027	2027	267	208	0	231	0	59	36	10	6	41	45	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	1	1	0	0
2028	2028	2028	290	212	1	301	0	78	-11	14	-2	46	62	60	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	3	0	1	1	0	0
2029	2029	2029	476	288	0	311	1	188	165	38	32	52	58	90	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	2	1	1	8	7	1	2	0	0
2030	2030	2030	322	246	1	307	0	76	15	16	2	45	59	61	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	0	8	2	0	0
2031	2031	2031	340	307	1	322	0	33	18	5	3	73	75	78	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0
2032	2032	2032	296	329	1	397	0	-33	-101	-7	-22	64	79	57	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0
2033	2033	2033	293	237	0	251	1	56	42	10	8	47	49	57	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	4	3	3	2	1	0
2034	2034	2034	278	223	1	268	0	55	10	11	2	46	55	57	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0
2035	2035	2035	291	112	0	142	1	179	149	36	30	20	26	56	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	2	1	1	7	6	1	1	0	0
2036	2036	2036	295	101	0	159	1	194	136	42	31	20	31	62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	7	6	0	0	8	6	1	1	0	0
2037	2037	2037	549	473	0	513	1	76	36	14	7	92	99	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	6	1	0	0
2038	2038	2038	216	152	1	193	0	64	23	12	5	28	35	40	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0	0	3	1	2	1	0	0
2039	2039	2039	228	245	0	252	1	-17	-24	-3	-5	51	53	48	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
2040	2040	2040	530	573	0	621	0	-43	-91	-8	-19	103	114	95	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2041	2041	2041	232	174	1	209	0	58	23	11	5	37	43	48	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	3	0	1
2042	2042	2042	484	362	0	430	1	122	54	18	9	65	74	83	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	2	1	4	0	0
2043	2043	2043	225	178	0	214	1	47	11	7	2	48	53	55	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	1
2044	2044	2044	333	231	1	244	0	102	89	19	16	49	52	68	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	4	2	1	0	0
2045	2045	2045	341	228	0	287	1	113	54	21	11	40	50	61	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	4	2	1	1	0	0
2046	2046	2046	272	11	1	152	0	261	120	56	28	2	30	58	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	7	4	1	1	13	7	2	1	0	0
2047	2047	2047	253	159	0	198	1	94	55	19	10	35	44	54	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	3	1	2	2	0	0
2048	2048	2048	432	253	0	358	0	179	74	42	18	54	78	96	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	1	8	2	1	3	0	0
2049	2049	2049	334	81	0	164	1	253	170	55	36	21	40	76	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	12	8	1	2	0	0
2050	2050	2050	354	217	0	301	1	137	53	23	9	39	53	62	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	6	1	3	1	0	0
2051	2051	2051	416	379	0	439	1	37	-23	7	-5	74	86	81	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0
2052	2052	2052	142	173	0	403	1	-31	-261	-6	-53	37	84	31	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
2053	2053	2053	292	191	1	279	0	101	13	21	3	36	54	57	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	1	4	0	0	2	0	0
2054	2054	2054	377	201	0	355	1	176	22	36	4	36	68	72	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	9	0	1	1	0	0
2055	2055	2055	344	294	0	307	1	50	37	9	7	54	56	63	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	1
2056	2056	2056	238	162	0	226	1	76	12	13	2	36	47	49	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	3	0	2	2	0	0
2057	2057	2057	317	287	0	300	1	30	17	8	5	54	57	62	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	2	1	0	0
2058	2058	2058	415	331	1	398	0	84	17	16	4	64	76	80	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	0	1	3	0	0
2059	2059	2059	448	304	1	462	0	144	-14	28	-3	51	82	79	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	6	0	2	1	0	0
2060	2060	2060	225	0	1	111	0	225	114	48	24	0	24	48	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	3	1	1	12	7	1	1	0	0
2061	2061	2061	390	216	1	241	0	174	149	34	28	36	42	70	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	1	1	7	5	2	1	0	0
2062	2062	2062	325	182	0	293	1	143	32	23	4	34	53	57	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	1	0	0
2063	2063	2063	73	0	1	208	0	73	-135	17	-22	0	39	17	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0
2064	2064	2064	289	208	0	266	1	81	23	13	4	40	49	53	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	0	1	1	0	0
2065	2065	2065	234	200	0	216	1	34	18	5	2	46	49	51	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0
2066	2066	2066	372	246	0	321	1	126	51	20	8	38	50	58	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	5	1	2	1	0	0
2067	2067	2067	347	220	1	302	0	127	45	29	12	43	60	72	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	7	3	1	1	0	0
2068	2068	2068	164	120	0	184	1	44	-20	8	-4	26	38	34	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	2	0	0
2069	2069	2069	304	369	1	401	0	-65	-97	-11	-18	65	72	54	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	26	0	0
2070	2070	2070	285	471	0	486	0	-186	-201	-52	-55	107	110	55	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
2071	2071	2071	455	470	1	489	0	-15	-34	-4	-6	86	88	82	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
2072	2072	2072	403	293	1	341	0	110	62	22	13	61	70	83	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	2	1	0	0
2073	2073	2073	519	357	0	449	1	162	70	28	11	77	94	105	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	8	4	1	1	0	0
2074	2074	2074	227	135	0	251	1	92	-24	21	-4	29	54	50	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	1	0	0
2075	2075	2075	154	0	1	108	0	154	46	26	7	0	19	26	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	8	1	1	1	0	0
2076	2076	2076	315	371	1	425	0	-56	-110	-9	-19	72	82	63	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
2077	2077	2077	291	219	1	239	0	72	52	13	11	40	42	53	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	2	2	2	0	0
2078	2078	2078	363	240	0	339	1	123	24	26	4	50	72	76	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	0	1	2	0	1
2079	2079	2079	284	228	1	266	0	56	18	10	2	43	51	53	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	4	5	1	1
2080	2080	2080	334	237	0	268	1	97	66	18	12	44	50	62	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	5	3	1	3	0	0
2081	2081	2081	321	281	0	349	0	40	-28	11	-4	55	70	66	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	4	0	0
2082	2082	2082	271	198	1	360	0	73	-89	12	-14	43	69	55	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0
2083	2083	2083	437	462	1	516	0	-25	-79	-6	-15	86	95	80	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
2084	2084	2084	325	246	1	299	0	79	26	15	5	57	67	72	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	0	2	1	0	0
2085	2085	2085	295	365	1	655	0	-70	-360	-13	-68	67	122	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2086	2086	2086	296	232	1	252	0	64	44	13	9	51	55	64	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	2	1	1	0	0
2087	2087	2087	276	206	0	234	1	70	42	11	6	39	44	50	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	3	1	1	1	0	0
2088	2088	2088	390	305	1	407	0	85	-17	20	-3	65	88	85	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	1	0	0
2089	2089	2089	297	250	0	275	1	47	22	8	4	43	47	51	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2	1	1
2090	2090	2090	349	98	0	260	1	251	89	50	19	16	47	66	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	2	0	0	11	3	1	1	0	0
2091	2091	2091	369	312	0	345	1	57	24	11	3	59	67	70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	1	1	1	1
2092	2092	2092	354	200	1	304	0	154	50	32	8	36	60	68	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	6	1	2	1	0	0
2093	2093	2093	282	315	1	355	0	-33	-73	-6	-14	58	66	52	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0
2094	2094	2094	451	263	1	310	0	188	141	34	26	50	58	84	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	8	5	1	1	0	0
2095	2095	2095	338	91	1	392	0	247	-54	44	-10	17	71	61	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	10	0	1	1	0	0
2096	2096	2096	301	191	1	279	0	110	22	19	4	33	48	52	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	5	0	2	1	0	0
2097	2097	2097	385	377	0	441	1	8	-56	3	-10	70	83	73	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	4	0	0
2098	2098	2098	149	118	0	136	0	31	13	7	3	22	26	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0
2099	2099	2099	497	384	0	470	1	113	27	29	6	87	110	116	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	6	1	1	2	0	0
2100	2100	2100	264	201	0	247	1	63	17	14	2	42	54	56	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	2	0	1
2101	2101	2101	536	377	0	390	1	159	146	30	27	75	78	105	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	2	1	1	7	6	2	4	0	0
2102	2102	2102	123	0	1	39	0	123	84	25	15	0	10	25	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6	4	1	0	0	0
2103	2103	2103	543	293	1	350	0	250	193	45	34	44	55	89	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	2	1	1	10	7	2	1	1	0
2104	2104	2104	386	306	0	367	1	80	19	15	3	60	72	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	3	0	2	1	0	0
2105	2105	2105	331	283	0	295	0	48	36	10	7	58	61	68	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	2	1	1	2	0	0
2106	2106	2106	315	257	1	296	0	58	19	10	3	45	52	55	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0
2107	2107	2107	310	280	1	300	0	30	10	5	2	52	55	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0
2108	2108	2108	243	112	0	173	1	131	70	24	14	32	42	56	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	3	2	1	1	0	0
2109	2109	2109	273	102	0	116	1	171	157	32	29	18	21	50	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	1	1	8	7	1	1	0	0
2110	2110	2110	521	461	0	499	1	60	22	9	3	83	89	92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	2	0	1
2111	2111	2111	324	270	1	286	0	54	38	11	8	59	62	70	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	3	1	2	1	0	0
2112	2112	2112	379	316	1	333	0	63	46	11	7	63	67	74	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	2	1	1	2	0	0
2113	2113	2113	372	348	0	391	1	24	-19	6	-5	71	82	77	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	4	2	0	0
2114	2114	2114	428	404	1	438	0	24	-10	4	-3	83	90	87	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	4	0	0
2115	2115	2115	382	279	0	448	0	103	-66	17	-10	50	77	67	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	3	1	0	0
2116	2116	2116	424	177	1	383	0	247	41	49	11	37	75	86	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	1	1	1	9	2	1	2	0	0
2117	2117	2117	620	468	0	531	1	152	89	30	16	96	110	126	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	2	0	0	5	2	1	1	0	0
2118	2118	2118	266	237	1	254	0	29	12	5	3	47	49	52	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	2	1	1	0
2119	2119	2119	269	130	0	188	0	139	81	27	18	25	34	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	1	1	0	0
2120	2120	2120	559	470	0	536	1	89	23	18	6	96	108	114	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	2	0	0
2121	2121	2121	243	200	0	219	0	43	24	11	6	41	46	52	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	1	0	0
2122	2122	2122	268	10	0	114	0	258	154	57	35	1	23	58	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	11	7	1	1	0	0
2123	2123	2123	253	228	0	287	1	25	-34	6	-6	47	59	53	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
2124	2124	2124	291	218	1	279	0	73	12	14	3	46	57	60	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	3	0	1	1	0	0
2125	2125	2125	336	363	1	383	0	-27	-47	-4	-7	56	59	52	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0
2126	2126	2126	747	481	0	555	1	266	192	49	35	93	107	142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	1	1	11	7	2	1	0	0
2127	2127	2127	473	446	0	461	0	27	12	5	2	86	89	91	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0
2128	2128	2128	292	241	1	266	0	51	26	9	5	44	48	53	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	4	1	0	0
2129	2129	2129	248	210	0	231	1	38	17	8	4	50	54	58	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	2	0	1
2130	2130	2130	228	167	0	183	1	61	45	11	9	31	33	42	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	2	2	2	0	0
2131	2131	2131	338	269	1	316	0	69	22	11	4	58	65	69	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	4	0	0
2132	2132	2132	303	223	0	280	1	80	23	15	5	46	56	61	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	1	2	2	0	0
2133	2133	2133	312	260	0	407	0	52	-95	9	-19	49	77	58	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1
2134	2134	2134	340	307	1	327	0	33	13	6	3	59	62	65	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0
2135	2135	2135	280	165	1	209	0	115	71	20	12	35	43	55	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	1	4	2	1	2	0	0
2136	2136	2136	288	188	0	280	1	100	8	18	2	37	53	55	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	5	0	1	2	0	0
2137	2137	2137	326	258	1	314	0	68	12	10	2	47	55	57	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0
2138	2138	2138	356	273	0	340	1	83	16	14	2	58	70	72	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0
2139	2139	2139	285	250	0	356	1	35	-71	6	-12	45	63	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	1	0	0
2140	2140	2140	301	177	1	257	0	124	44	22	6	34	50	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	6	0	2	1	0	0
2141	2141	2141	313	251	1	327	0	62	-14	14	-2	45	61	59	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	2	0	2	2	0	0
2142	2142	2142	261	198	0	285	1	63	-24	15	-6	43	64	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0
2143	2143	2143	298	207	0	275	1	91	23	16	3	40	53	56	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	0
2144	2144	2144	294	0	0	171	1	294	123	49	20	0	29	49	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	10	2	2	2	0	0
2145	2145	2145	339	244	0	311	1	95	28	17	5	49	61	66	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	1	2	1	0	0
2146	2146	2146	564	386	1	517	0	178	47	36	8	83	111	119	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	7	1	4	3	0	0
2147	2147	2147	440	0	1	494	0	440	-54	83	-9	0	92	83	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	1	0	24	0	7	1	0	0
